(0, 3, 6, [[1.0, 0.4807692307692308], [0.4230769230769231, 1.0], [0.7115384615384616, 0.6153846153846154]])
(0, 3, 7, [[1.0, 0.46153846153846156], [0.5384615384615384, 1.0], [0.6923076923076923, 0.6346153846153846]])
(0, 3, 8, [[1.0, 0.40384615384615385], [0.4230769230769231, 1.0], [0.7307692307692307, 0.7884615384615384]])
(0, 4, 6, [[1.0, 0.46153846153846156], [0.5, 1.0], [0.6923076923076923, 0.4807692307692308]])
(0, 4, 7, [[1.0, 0.5], [0.6730769230769231, 1.0], [0.5961538461538461, 0.6153846153846154]])
(0, 4, 8, [[1.0, 0.5769230769230769], [0.5192307692307693, 1.0], [0.7307692307692307, 0.5961538461538461]])
(0, 5, 6, [[1.0, 0.5961538461538461], [0.6346153846153846, 1.0], [0.6730769230769231, 0.6538461538461539]])
(0, 5, 7, [[1.0, 0.40384615384615385], [0.5, 1.0], [0.6923076923076923, 0.5384615384615384]])
(0, 5, 8, [[1.0, 0.36538461538461536], [0.4230769230769231, 1.0], [0.7115384615384616, 0.5384615384615384]])
(1, 3, 6, [[1.0, 0.5384615384615384], [0.5961538461538461, 1.0], [0.7115384615384616, 0.6153846153846154]])
(1, 3, 7, [[1.0, 0.46153846153846156], [0.36538461538461536, 1.0], [0.6923076923076923, 0.5576923076923077]])
(1, 3, 8, [[1.0, 0.46153846153846156], [0.5576923076923077, 1.0], [0.75, 0.5576923076923077]])
(1, 4, 6, [[1.0, 0.5576923076923077], [0.6346153846153846, 1.0], [0.7307692307692307, 0.6153846153846154]])
(1, 4, 7, [[1.0, 0.5384615384615384], [0.46153846153846156, 1.0], [0.6923076923076923, 0.5192307692307693]])
(1, 4, 8, [[1.0, 0.4807692307692308], [0.6153846153846154, 1.0], [0.7884615384615384, 0.5769230769230769]])
(1, 5, 6, [[1.0, 0.4807692307692308], [0.5, 1.0], [0.7115384615384616, 0.5576923076923077]])
(1, 5, 7, [[1.0, 0.4230769230769231], [0.46153846153846156, 1.0], [0.6346153846153846, 0.5]])
(1, 5, 8, [[1.0, 0.40384615384615385], [0.46153846153846156, 1.0], [0.6730769230769231, 0.5]])
(2, 3, 6, [[1.0, 0.4807692307692308], [0.5769230769230769, 1.0], [0.75, 0.7307692307692307]])
(2, 3, 7, [[1.0, 0.4230769230769231], [0.4423076923076923, 1.0], [0.7307692307692307, 0.5384615384615384]])
(2, 3, 8, [[1.0, 0.5769230769230769], [0.6153846153846154, 1.0], [0.7692307692307693, 0.6923076923076923]])
(2, 4, 6, [[1.0, 0.4807692307692308], [0.5384615384615384, 1.0], [0.6538461538461539, 0.5384615384615384]])
(2, 4, 7, [[1.0, 0.5], [0.5769230769230769, 1.0], [0.6538461538461539, 0.5]])
(2, 4, 8, [[1.0, 0.6153846153846154], [0.6346153846153846, 1.0], [0.7307692307692307, 0.5961538461538461]])
(2, 5, 6, [[1.0, 0.4230769230769231], [0.6346153846153846, 1.0], [0.75, 0.4230769230769231]])
(2, 5, 7, [[1.0, 0.5961538461538461], [0.6538461538461539, 1.0], [0.7307692307692307, 0.5192307692307693]])
(2, 5, 8, [[1.0, 0.40384615384615385], [0.5192307692307693, 1.0], [0.7692307692307693, 0.5769230769230769]])
