(0, 3, 6, [[0.8846153846153846, 0.9807692307692307], [0.8653846153846154, 0.9807692307692307], [0.8269230769230769, 0.8653846153846154]])
(0, 3, 7, [[0.75, 0.9807692307692307], [0.8461538461538461, 0.9807692307692307], [0.8653846153846154, 0.8846153846153846]])
(0, 3, 8, [[0.8269230769230769, 1.0], [0.7884615384615384, 1.0], [0.9038461538461539, 0.8269230769230769]])
(0, 4, 6, [[0.8076923076923077, 0.9615384615384616], [0.8076923076923077, 1.0], [0.8269230769230769, 0.8076923076923077]])
(0, 4, 7, [[0.7692307692307693, 0.9615384615384616], [0.7307692307692307, 0.9423076923076923], [0.7884615384615384, 0.7884615384615384]])
(0, 4, 8, [[0.8653846153846154, 1.0], [0.9807692307692307, 0.9807692307692307], [0.9807692307692307, 0.8653846153846154]])
(0, 5, 6, [[0.28846153846153844, 1.0], [0.46153846153846156, 0.6923076923076923], [0.9230769230769231, 0.5]])
(0, 5, 7, [[0.4807692307692308, 0.9807692307692307], [0.6730769230769231, 0.7884615384615384], [0.8846153846153846, 0.4230769230769231]])
(0, 5, 8, [[0.46153846153846156, 1.0], [0.6346153846153846, 0.9038461538461539], [0.7692307692307693, 0.5]])
(1, 3, 6, [[0.7884615384615384, 0.9423076923076923], [0.8269230769230769, 0.9615384615384616], [0.8461538461538461, 0.8269230769230769]])
(1, 3, 7, [[0.7692307692307693, 0.9615384615384616], [0.8653846153846154, 0.9615384615384616], [0.9230769230769231, 0.7884615384615384]])
(1, 3, 8, [[0.8269230769230769, 0.9807692307692307], [0.8461538461538461, 0.9807692307692307], [0.9230769230769231, 0.8653846153846154]])
(1, 4, 6, [[0.8269230769230769, 0.9423076923076923], [0.8846153846153846, 0.9423076923076923], [0.8846153846153846, 0.8269230769230769]])
(1, 4, 7, [[0.8076923076923077, 0.9423076923076923], [0.8461538461538461, 0.9423076923076923], [0.8461538461538461, 0.7692307692307693]])
(1, 4, 8, [[0.8269230769230769, 0.9807692307692307], [0.7692307692307693, 0.9807692307692307], [0.8653846153846154, 0.7884615384615384]])
(1, 5, 6, [[0.46153846153846156, 0.9615384615384616], [0.75, 0.8269230769230769], [0.8269230769230769, 0.5192307692307693]])
(1, 5, 7, [[0.4423076923076923, 0.9038461538461539], [0.46153846153846156, 0.5], [0.7884615384615384, 0.5]])
(1, 5, 8, [[0.5576923076923077, 1.0], [0.8653846153846154, 0.9615384615384616], [0.8846153846153846, 0.6153846153846154]])
(2, 3, 6, [[0.8269230769230769, 0.9615384615384616], [0.8461538461538461, 0.9615384615384616], [0.7692307692307693, 0.7692307692307693]])
(2, 3, 7, [[0.8076923076923077, 0.9807692307692307], [0.9230769230769231, 0.9615384615384616], [0.9423076923076923, 0.8269230769230769]])
(2, 3, 8, [[0.6923076923076923, 0.9807692307692307], [0.7884615384615384, 0.9807692307692307], [0.7692307692307693, 0.7884615384615384]])
(2, 4, 6, [[0.75, 0.9807692307692307], [0.8076923076923077, 1.0], [0.8461538461538461, 0.8461538461538461]])
(2, 4, 7, [[0.7307692307692307, 0.9807692307692307], [0.7692307692307693, 0.9807692307692307], [0.8076923076923077, 0.75]])
(2, 4, 8, [[0.8653846153846154, 0.9423076923076923], [0.7692307692307693, 0.9615384615384616], [0.7307692307692307, 0.9230769230769231]])
(2, 5, 6, [[0.5576923076923077, 1.0], [0.6923076923076923, 0.9423076923076923], [0.8269230769230769, 0.5576923076923077]])
(2, 5, 7, [[0.46153846153846156, 0.9038461538461539], [0.6923076923076923, 0.8269230769230769], [0.8846153846153846, 0.4230769230769231]])
(2, 5, 8, [[0.5384615384615384, 0.9615384615384616], [0.5576923076923077, 0.7884615384615384], [0.8653846153846154, 0.46153846153846156]])
